SAMPID	SMTS	SMTSD
GTEX-1C6VQ-2026-SM-79OOH	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1C6VQ-2126-SM-7IGNL	Spleen	Spleen
GTEX-1C6VQ-2326-SM-7IGN1	Kidney	Kidney - Cortex
GTEX-1C6VQ-2426-SM-7EWEU	Prostate	Prostate
GTEX-1C6VQ-2626-SM-7IGMQ	Colon	Colon - Sigmoid
GTEX-1C6VQ-2726-SM-73KUL	Colon	Colon - Transverse
GTEX-1C6VQ-3026-SM-7IGPU	Brain	Brain - Cortex
GTEX-1C6VQ-3126-SM-7MKGH	Pituitary	Pituitary
GTEX-1C6VR-0005-SM-7MKF7	Blood	Whole Blood
GTEX-1C6VR-0008-SM-G9EPK	Skin	Cells - Cultured fibroblasts
GTEX-1C6VR-0011-R10b-SM-7P8QA	Brain	Brain - Frontal Cortex (BA9)
GTEX-1C6VR-0011-R1a-SM-7MXUE	Brain	Brain - Hippocampus
GTEX-1C6VR-0011-R2a-SM-7RHGZ	Brain	Brain - Substantia nigra
GTEX-1C6VR-0011-R4b-SM-9QEGZ	Brain	Brain - Amygdala
GTEX-1C6VR-0011-R5a-SM-9QEH1	Brain	Brain - Caudate (basal ganglia)
GTEX-1C6VR-0011-R6a-SM-7MXU8	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1C6VR-0011-R8b-SM-7MXUF	Brain	Brain - Hypothalamus
GTEX-1C6VR-0126-SM-7RHGB	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1C6VR-0426-SM-7IGN6	Thyroid	Thyroid
GTEX-1C6VR-0626-SM-79OOY	Lung	Lung
GTEX-1C6VR-0726-SM-7P8OV	Salivary Gland	Minor Salivary Gland
GTEX-1C6VR-1126-SM-7EPHD	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1C6VR-1526-SM-7MKG9	Testis	Testis
GTEX-1C6VR-2426-SM-79OLD	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1C6VR-2526-SM-7DHMT	Muscle	Muscle - Skeletal
GTEX-1C6VR-2626-SM-7MGX2	Adipose Tissue	Adipose - Subcutaneous
GTEX-1C6VR-2726-SM-79OM7	Nerve	Nerve - Tibial
GTEX-1C6VR-2826-SM-7EWEE	Blood Vessel	Artery - Tibial
GTEX-1C6VR-3026-SM-7IGLW	Brain	Brain - Cerebellum
GTEX-1C6VR-3126-SM-7MXTT	Pituitary	Pituitary
GTEX-1C6VS-0005-SM-7MGWG	Blood	Whole Blood
GTEX-1C6VS-0008-SM-EXOI4	Skin	Cells - Cultured fibroblasts
GTEX-1C6VS-0011-R5a-SM-7MXU9	Brain	Brain - Caudate (basal ganglia)
GTEX-1C6VS-0011-R9b-SM-9WG5W	Brain	Brain - Spinal cord (cervical c-1)
GTEX-1C6VS-0126-SM-7PC2H	Muscle	Muscle - Skeletal
GTEX-1C6VS-0226-SM-7SB7B	Nerve	Nerve - Tibial
GTEX-1C6VS-0326-SM-7MGX5	Blood Vessel	Artery - Tibial
GTEX-1C6VS-0426-SM-79OJV	Adipose Tissue	Adipose - Subcutaneous
GTEX-1C6VS-0526-SM-7DUEN	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1C6VS-0726-SM-7EPHF	Breast	Breast - Mammary Tissue
GTEX-1C6VS-0826-SM-7EWEI	Thyroid	Thyroid
GTEX-1C6VS-1126-SM-7EWEW	Testis	Testis
GTEX-1C6VS-1226-SM-79OO2	Lung	Lung
GTEX-1C6VS-1826-SM-73KXN	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1C6VS-2926-SM-7EWEV	Pituitary	Pituitary
GTEX-1C6VS-3026-SM-79OLA	Brain	Brain - Cortex
GTEX-1C6WA-0008-SM-EXUR7	Skin	Cells - Cultured fibroblasts
GTEX-1C6WA-0011-R3a-SM-9OSVP	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1C6WA-0011-R4a-SM-9QEH2	Brain	Brain - Amygdala
GTEX-1C6WA-0011-R5a-SM-9WG5X	Brain	Brain - Caudate (basal ganglia)
GTEX-1C6WA-0011-R6a-SM-7PBYP	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1C6WA-0011-R7b-SM-7P8S8	Brain	Brain - Putamen (basal ganglia)
GTEX-1C6WA-0011-R8b-SM-7P8S7	Brain	Brain - Hypothalamus
GTEX-1C6WA-0126-SM-7PC2B	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1C6WA-0226-SM-7IGPO	Adipose Tissue	Adipose - Subcutaneous
GTEX-1C6WA-0326-SM-7DUGE	Muscle	Muscle - Skeletal
GTEX-1C6WA-0426-SM-7PC2C	Blood Vessel	Artery - Tibial
GTEX-1C6WA-0526-SM-7IGNZ	Nerve	Nerve - Tibial
GTEX-1C6WA-0726-SM-7IGQ5	Lung	Lung
GTEX-1C6WA-0826-SM-7PBXS	Heart	Heart - Atrial Appendage
GTEX-1C6WA-1126-SM-7IGP6	Blood Vessel	Artery - Coronary
GTEX-1C6WA-2126-SM-7P8RR	Esophagus	Esophagus - Muscularis
GTEX-1C6WA-2326-SM-7P8OW	Prostate	Prostate
GTEX-1C6WA-2426-SM-7SB86	Breast	Breast - Mammary Tissue
GTEX-1C6WA-2626-SM-7MKGM	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1C6WA-2926-SM-79OLF	Pituitary	Pituitary
GTEX-1C6WA-3026-SM-7P8RQ	Brain	Brain - Cortex
GTEX-1C6WA-3326-SM-7MKGN	Brain	Brain - Cerebellum
GTEX-1CAMQ-0006-SM-A9SK3	Blood	Whole Blood
GTEX-1CAMQ-0008-SM-EXOI5	Skin	Cells - Cultured fibroblasts
GTEX-1CAMQ-0011-R8a-SM-ARU85	Brain	Brain - Hypothalamus
GTEX-1CAMQ-0011-R9a-SM-9WG5Z	Brain	Brain - Spinal cord (cervical c-1)
GTEX-1CAMQ-0126-SM-7SB7S	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CAMQ-0226-SM-7IGPK	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CAMQ-0326-SM-7MXUI	Muscle	Muscle - Skeletal
GTEX-1CAMQ-0426-SM-7IGPL	Blood Vessel	Artery - Tibial
GTEX-1CAMQ-0526-SM-7RHGR	Nerve	Nerve - Tibial
GTEX-1CAMQ-0726-SM-7P8SG	Heart	Heart - Atrial Appendage
GTEX-1CAMQ-1026-SM-7EPIC	Lung	Lung
GTEX-1CAMQ-1126-SM-7EWFE	Thyroid	Thyroid
GTEX-1CAMQ-1226-SM-7SB7E	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CAMQ-1326-SM-7P8RV	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CAMQ-1426-SM-7MKFL	Liver	Liver
GTEX-1CAMQ-1626-SM-7MGXG	Pancreas	Pancreas
GTEX-1CAMQ-2226-SM-G8W6J	Prostate	Prostate
GTEX-1CAMQ-2526-SM-7MGWT	Esophagus	Esophagus - Muscularis
GTEX-1CAMQ-2626-SM-7IGNI	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CAMQ-2726-SM-7MKGD	Esophagus	Esophagus - Mucosa
GTEX-1CAMR-0006-SM-ACKV5	Blood	Whole Blood
GTEX-1CAMR-0008-SM-EXURA	Skin	Cells - Cultured fibroblasts
GTEX-1CAMR-0126-SM-79391	Adrenal Gland	Adrenal Gland
GTEX-1CAMR-0226-SM-7DUGO	Thyroid	Thyroid
GTEX-1CAMR-0326-SM-793AH	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CAMR-0526-SM-7P8RS	Esophagus	Esophagus - Muscularis
GTEX-1CAMR-0626-SM-7DHMI	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CAMR-0726-SM-7EPIE	Stomach	Stomach
GTEX-1CAMR-0826-SM-7MKFK	Small Intestine	Small Intestine - Terminal Ileum
GTEX-1CAMR-0926-SM-7MXTD	Colon	Colon - Transverse
GTEX-1CAMR-1026-SM-7P8QI	Colon	Colon - Sigmoid
GTEX-1CAMR-1126-SM-7MGXF	Pancreas	Pancreas
GTEX-1CAMR-1326-SM-7PC1F	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CAMR-1426-SM-793BO	Breast	Breast - Mammary Tissue
GTEX-1CAMR-1526-SM-79OLP	Testis	Testis
GTEX-1CAMR-1726-SM-793CU	Muscle	Muscle - Skeletal
GTEX-1CAMR-1826-SM-7MXUJ	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CAMR-1926-SM-7EPI2	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CAMR-2126-SM-7PBYX	Blood Vessel	Artery - Tibial
GTEX-1CAMR-5009-SM-HL122	Prostate	Prostate
GTEX-1CAMS-0005-SM-ARL6Y	Blood	Whole Blood
GTEX-1CAMS-0008-SM-EXURB	Skin	Cells - Cultured fibroblasts
GTEX-1CAMS-0126-SM-79396	Muscle	Muscle - Skeletal
GTEX-1CAMS-0226-SM-79397	Adrenal Gland	Adrenal Gland
GTEX-1CAMS-0326-SM-7PC35	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CAMS-0426-SM-7P8T2	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CAMS-0526-SM-7EWEX	Nerve	Nerve - Tibial
GTEX-1CAMS-0626-SM-7PBYY	Blood Vessel	Artery - Tibial
GTEX-1CAMS-0826-SM-7P8P1	Thyroid	Thyroid
GTEX-1CAMS-0926-SM-7SB7F	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CAMS-1026-SM-7PC2I	Blood Vessel	Artery - Aorta
GTEX-1CAMS-1126-SM-7MXUQ	Heart	Heart - Atrial Appendage
GTEX-1CAMS-1226-SM-79393	Blood Vessel	Artery - Coronary
GTEX-1CAMS-1326-SM-79OJR	Heart	Heart - Left Ventricle
GTEX-1CAMS-1426-SM-7IGPM	Breast	Breast - Mammary Tissue
GTEX-1CAMS-1626-SM-79394	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CAMS-1926-SM-7DUEU	Pancreas	Pancreas
GTEX-1CAMS-2026-SM-79395	Uterus	Uterus
GTEX-1CAMS-2126-SM-7MXTF	Ovary	Ovary
GTEX-1CAMS-2226-SM-7PBXQ	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CAMS-2326-SM-793CR	Vagina	Vagina
GTEX-1CAMS-2426-SM-7DHMV	Small Intestine	Small Intestine - Terminal Ileum
GTEX-1CAMS-2526-SM-7EPH7	Colon	Colon - Transverse
GTEX-1CAMS-2626-SM-7PBY3	Colon	Colon - Sigmoid
GTEX-1CAV2-0008-SM-EXURC	Skin	Cells - Cultured fibroblasts
GTEX-1CAV2-0011-R11a-SM-ARU8D	Brain	Brain - Cerebellar Hemisphere
GTEX-1CAV2-0011-R1a-SM-ARZML	Brain	Brain - Hippocampus
GTEX-1CAV2-0011-R3b-SM-H7OGT	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1CAV2-0011-R5b-SM-9QEH4	Brain	Brain - Caudate (basal ganglia)
GTEX-1CAV2-0011-R8a-SM-GRR24	Brain	Brain - Hypothalamus
GTEX-1CAV2-0011-R9b-SM-9WG5M	Brain	Brain - Spinal cord (cervical c-1)
GTEX-1CAV2-0126-SM-7IGN7	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CAV2-0226-SM-7IGPQ	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CAV2-0626-SM-7P8QE	Lung	Lung
GTEX-1CAV2-2226-SM-7P8P2	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CAV2-2426-SM-7P8QF	Muscle	Muscle - Skeletal
GTEX-1CAV2-2526-SM-7IGQ7	Nerve	Nerve - Tibial
GTEX-1CAV2-2626-SM-7MGX7	Blood Vessel	Artery - Tibial
GTEX-1CAV2-2726-SM-7IGNN	Brain	Brain - Cortex
GTEX-1CB4E-0005-SM-ADEGS	Blood	Whole Blood
GTEX-1CB4E-0008-SM-EXURD	Skin	Cells - Cultured fibroblasts
GTEX-1CB4E-0126-SM-7DHMX	Spleen	Spleen
GTEX-1CB4E-0226-SM-79OLW	Breast	Breast - Mammary Tissue
GTEX-1CB4E-0326-SM-7MXT3	Thyroid	Thyroid
GTEX-1CB4E-0426-SM-7PBY5	Blood Vessel	Artery - Aorta
GTEX-1CB4E-0526-SM-7MXTK	Heart	Heart - Left Ventricle
GTEX-1CB4E-0626-SM-7DHMW	Heart	Heart - Atrial Appendage
GTEX-1CB4E-0726-SM-7EWEY	Blood Vessel	Artery - Coronary
GTEX-1CB4E-0826-SM-793CS	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CB4E-0926-SM-7EPHT	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4E-1026-SM-793AB	Esophagus	Esophagus - Mucosa
GTEX-1CB4E-1126-SM-79OOM	Esophagus	Esophagus - Muscularis
GTEX-1CB4E-1226-SM-7MKFX	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CB4E-1326-SM-7DUGD	Stomach	Stomach
GTEX-1CB4E-1726-SM-7IGMS	Prostate	Prostate
GTEX-1CB4E-1826-SM-7RHG8	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CB4E-1926-SM-7RHFO	Nerve	Nerve - Tibial
GTEX-1CB4E-2026-SM-7PC2V	Blood Vessel	Artery - Tibial
GTEX-1CB4E-2126-SM-793AP	Muscle	Muscle - Skeletal
GTEX-1CB4E-2226-SM-793DC	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CB4F-0005-SM-GA8YI	Blood	Whole Blood
GTEX-1CB4F-0008-SM-EXURE	Skin	Cells - Cultured fibroblasts
GTEX-1CB4F-0126-SM-9JGGZ	Adrenal Gland	Adrenal Gland
GTEX-1CB4F-0226-SM-7EPHS	Spleen	Spleen
GTEX-1CB4F-0326-SM-9MQKD	Muscle	Muscle - Skeletal
GTEX-1CB4F-0426-SM-9KNV4	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CB4F-0526-SM-9KNW2	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CB4F-0626-SM-9MQLI	Nerve	Nerve - Tibial
GTEX-1CB4F-0726-SM-793AO	Blood Vessel	Artery - Tibial
GTEX-1CB4F-0826-SM-793CV	Thyroid	Thyroid
GTEX-1CB4F-0926-SM-7DHMJ	Lung	Lung
GTEX-1CB4F-1026-SM-7DUH1	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4F-1126-SM-79OLG	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CB4F-1226-SM-7DHKU	Pancreas	Pancreas
GTEX-1CB4F-1326-SM-793CW	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CB4F-1426-SM-793DA	Esophagus	Esophagus - Muscularis
GTEX-1CB4F-1526-SM-7MKFM	Esophagus	Esophagus - Mucosa
GTEX-1CB4F-1726-SM-7MGXH	Liver	Liver
GTEX-1CB4F-1926-SM-7MKFN	Colon	Colon - Sigmoid
GTEX-1CB4F-2026-SM-79OLU	Colon	Colon - Transverse
GTEX-1CB4F-2126-SM-7MXUL	Testis	Testis
GTEX-1CB4F-2326-SM-7MKFO	Prostate	Prostate
GTEX-1CB4G-0006-SM-AHZ22	Blood	Whole Blood
GTEX-1CB4G-0008-SM-EXURF	Skin	Cells - Cultured fibroblasts
GTEX-1CB4G-0011-R10a-SM-9QEHS	Brain	Brain - Frontal Cortex (BA9)
GTEX-1CB4G-0011-R11a-SM-9OSWG	Brain	Brain - Cerebellar Hemisphere
GTEX-1CB4G-0011-R1b-SM-9QEHT	Brain	Brain - Hippocampus
GTEX-1CB4G-0011-R2a-SM-9QEGQ	Brain	Brain - Substantia nigra
GTEX-1CB4G-0011-R3a-SM-CE6QQ	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1CB4G-0011-R4b-SM-CJI28	Brain	Brain - Amygdala
GTEX-1CB4G-0011-R5a-SM-CKZNM	Brain	Brain - Caudate (basal ganglia)
GTEX-1CB4G-0011-R6b-SM-9QEGO	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1CB4G-0011-R7b-SM-9QEGP	Brain	Brain - Putamen (basal ganglia)
GTEX-1CB4G-0011-R8b-SM-9WG7H	Brain	Brain - Hypothalamus
GTEX-1CB4G-0226-SM-7PC3O	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CB4G-0326-SM-7SB8R	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CB4G-0426-SM-7MXUN	Muscle	Muscle - Skeletal
GTEX-1CB4G-0526-SM-7P8SY	Blood Vessel	Artery - Tibial
GTEX-1CB4G-0626-SM-7PC3P	Nerve	Nerve - Tibial
GTEX-1CB4G-0726-SM-79OOJ	Heart	Heart - Atrial Appendage
GTEX-1CB4G-0826-SM-7DUGF	Heart	Heart - Left Ventricle
GTEX-1CB4G-1126-SM-7PBXW	Blood Vessel	Artery - Aorta
GTEX-1CB4G-1326-SM-7MKFP	Esophagus	Esophagus - Mucosa
GTEX-1CB4G-1426-SM-7RHH1	Esophagus	Esophagus - Muscularis
GTEX-1CB4G-1526-SM-7P8QG	Thyroid	Thyroid
GTEX-1CB4G-1826-SM-7MKGO	Pancreas	Pancreas
GTEX-1CB4G-2126-SM-7IGQ8	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CB4G-2326-SM-79OOI	Breast	Breast - Mammary Tissue
GTEX-1CB4G-2426-SM-7DUGM	Testis	Testis
GTEX-1CB4G-2526-SM-7MXTG	Prostate	Prostate
GTEX-1CB4G-2726-SM-79OO4	Colon	Colon - Sigmoid
GTEX-1CB4G-2926-SM-7MKFQ	Brain	Brain - Cerebellum
GTEX-1CB4G-3126-SM-7EPHX	Pituitary	Pituitary
GTEX-1CB4H-0006-SM-A96RE	Blood	Whole Blood
GTEX-1CB4H-0011-R10b-SM-9QEH3	Brain	Brain - Frontal Cortex (BA9)
GTEX-1CB4H-0011-R3b-SM-9OSVI	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1CB4H-0011-R5b-SM-9QEGN	Brain	Brain - Caudate (basal ganglia)
GTEX-1CB4H-0011-R6b-SM-CKZNK	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1CB4H-0011-R7b-SM-CJI27	Brain	Brain - Putamen (basal ganglia)
GTEX-1CB4H-0011-R8b-SM-CJI26	Brain	Brain - Hypothalamus
GTEX-1CB4H-0011-R9a-SM-CKZNL	Brain	Brain - Spinal cord (cervical c-1)
GTEX-1CB4H-0126-SM-7IGN2	Thyroid	Thyroid
GTEX-1CB4H-0226-SM-7PBXM	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CB4H-0326-SM-9WG5G	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CB4H-0426-SM-7MXTL	Muscle	Muscle - Skeletal
GTEX-1CB4H-0626-SM-7IGN3	Heart	Heart - Atrial Appendage
GTEX-1CB4H-0826-SM-7SB7Z	Blood Vessel	Artery - Tibial
GTEX-1CB4H-0926-SM-7PBYZ	Nerve	Nerve - Tibial
GTEX-1CB4H-1126-SM-7MKGL	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4H-1526-SM-7MXU4	Esophagus	Esophagus - Mucosa
GTEX-1CB4H-2426-SM-7PBYR	Stomach	Stomach
GTEX-1CB4H-2726-SM-7EWFF	Uterus	Uterus
GTEX-1CB4H-3026-SM-79OLX	Brain	Brain - Cerebellum
GTEX-1CB4H-3126-SM-7IGN4	Brain	Brain - Cortex
GTEX-1CB4H-3226-SM-7MXUC	Pituitary	Pituitary
GTEX-1CB4I-0006-SM-A96RF	Blood	Whole Blood
GTEX-1CB4I-0008-SM-EXURG	Skin	Cells - Cultured fibroblasts
GTEX-1CB4I-0126-SM-7RHGG	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4I-0226-SM-79OLH	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CB4I-0326-SM-7DHMM	Muscle	Muscle - Skeletal
GTEX-1CB4I-0426-SM-7IGPR	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CB4I-0526-SM-7RHGC	Blood Vessel	Artery - Tibial
GTEX-1CB4I-0626-SM-79OM1	Nerve	Nerve - Tibial
GTEX-1CB4I-0726-SM-7DUGS	Thyroid	Thyroid
GTEX-1CB4I-0826-SM-7MGX1	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1CB4I-0926-SM-7MKFY	Testis	Testis
GTEX-1CB4I-1026-SM-7MKFZ	Esophagus	Esophagus - Mucosa
GTEX-1CB4I-1326-SM-79OLY	Pancreas	Pancreas
GTEX-1CB4I-1426-SM-79OLZ	Spleen	Spleen
GTEX-1CB4I-1526-SM-7DHMY	Heart	Heart - Atrial Appendage
GTEX-1CB4I-1626-SM-7RHGV	Heart	Heart - Left Ventricle
GTEX-1CB4I-1826-SM-793CX	Blood Vessel	Artery - Aorta
GTEX-1CB4I-2026-SM-7DHMG	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CB4I-2126-SM-793AG	Lung	Lung
GTEX-1CB4I-2226-SM-7P8SL	Colon	Colon - Transverse
GTEX-1CB4I-2526-SM-7MKG1	Salivary Gland	Minor Salivary Gland
GTEX-1CB4J-0006-SM-ACKV6	Blood	Whole Blood
GTEX-1CB4J-0008-SM-EXURH	Skin	Cells - Cultured fibroblasts
GTEX-1CB4J-0011-R10a-SM-9WG63	Brain	Brain - Frontal Cortex (BA9)
GTEX-1CB4J-0011-R1a-SM-9WG64	Brain	Brain - Hippocampus
GTEX-1CB4J-0011-R2a-SM-9WG5N	Brain	Brain - Substantia nigra
GTEX-1CB4J-0011-R3b-SM-9WG5Q	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1CB4J-0011-R5a-SM-9WG5Y	Brain	Brain - Caudate (basal ganglia)
GTEX-1CB4J-0011-R6b-SM-9WG7B	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1CB4J-0011-R8a-SM-9QEHU	Brain	Brain - Hypothalamus
GTEX-1CB4J-0126-SM-7PC3K	Blood Vessel	Artery - Aorta
GTEX-1CB4J-0226-SM-7P8T4	Heart	Heart - Atrial Appendage
GTEX-1CB4J-0326-SM-7PBZO	Heart	Heart - Left Ventricle
GTEX-1CB4J-0526-SM-7DUGI	Nerve	Nerve - Tibial
GTEX-1CB4J-0626-SM-7DHMP	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1CB4J-0726-SM-7IGN8	Liver	Liver
GTEX-1CB4J-1026-SM-7P8RW	Blood Vessel	Artery - Tibial
GTEX-1CB4J-1126-SM-7PBY1	Adipose Tissue	Adipose - Subcutaneous
GTEX-1CB4J-1226-SM-7P8P3	Muscle	Muscle - Skeletal
GTEX-1CB4J-1326-SM-7P8RX	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1CB4J-1426-SM-7MKFR	Thyroid	Thyroid
GTEX-1CB4J-1526-SM-7MXVB	Prostate	Prostate
GTEX-1CB4J-1726-SM-79OOL	Lung	Lung
GTEX-1CB4J-1826-SM-7EWF9	Breast	Breast - Mammary Tissue
GTEX-1CB4J-1926-SM-7MGX8	Kidney	Kidney - Cortex
GTEX-1CB4J-2226-SM-7EWF5	Esophagus	Esophagus - Muscularis
GTEX-1CB4J-2326-SM-7EPIF	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1CB4J-2426-SM-7MXVC	Esophagus	Esophagus - Mucosa
GTEX-1CB4J-3126-SM-7MKFS	Pituitary	Pituitary
GTEX-1E1VI-0005-SM-ARU6H	Blood	Whole Blood
GTEX-1E1VI-0008-SM-EY5XM	Skin	Cells - Cultured fibroblasts
GTEX-1E1VI-0011-R10b-SM-ARU8F	Brain	Brain - Frontal Cortex (BA9)
GTEX-1E1VI-0011-R11a-SM-9OSWI	Brain	Brain - Cerebellar Hemisphere
GTEX-1E1VI-0011-R1a-SM-ARZMM	Brain	Brain - Hippocampus
GTEX-1E1VI-0011-R2a-SM-9QEGS	Brain	Brain - Substantia nigra
GTEX-1E1VI-0011-R3a-SM-9OSWH	Brain	Brain - Anterior cingulate cortex (BA24)
GTEX-1E1VI-0011-R4b-SM-9QEHV	Brain	Brain - Amygdala
GTEX-1E1VI-0011-R5b-SM-9WG5V	Brain	Brain - Caudate (basal ganglia)
GTEX-1E1VI-0011-R6a-SM-9OSVJ	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1E1VI-0011-R7b-SM-9QEGR	Brain	Brain - Putamen (basal ganglia)
GTEX-1E1VI-0011-R8b-SM-ARU8E	Brain	Brain - Hypothalamus
GTEX-1E1VI-0126-SM-7DHMZ	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1E1VI-0226-SM-793CZ	Adipose Tissue	Adipose - Subcutaneous
GTEX-1E1VI-0326-SM-793D1	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1E1VI-0426-SM-7DHN1	Muscle	Muscle - Skeletal
GTEX-1E1VI-0526-SM-79OM2	Nerve	Nerve - Tibial
GTEX-1E1VI-0626-SM-7PBZ1	Blood Vessel	Artery - Tibial
GTEX-1E1VI-0726-SM-7P8QJ	Thyroid	Thyroid
GTEX-1E1VI-0926-SM-7P8T3	Lung	Lung
GTEX-1E1VI-1026-SM-7MKGQ	Testis	Testis
GTEX-1E1VI-1226-SM-7RHGD	Blood Vessel	Artery - Aorta
GTEX-1E1VI-1326-SM-7IGQD	Heart	Heart - Left Ventricle
GTEX-1E1VI-1426-SM-793CY	Heart	Heart - Atrial Appendage
GTEX-1E1VI-1526-SM-7IGQ2	Esophagus	Esophagus - Mucosa
GTEX-1E1VI-1626-SM-7EPIL	Esophagus	Esophagus - Muscularis
GTEX-1E1VI-1826-SM-9WG5J	Adipose Tissue	Adipose - Visceral (Omentum)
GTEX-1E1VI-2726-SM-7MXVH	Prostate	Prostate
GTEX-1E1VI-2826-SM-7MGWU	Stomach	Stomach
GTEX-1E1VI-2926-SM-7IGLT	Brain	Brain - Cerebellum
GTEX-1E1VI-3026-SM-7RHHU	Brain	Brain - Cortex
GTEX-1E2YA-0006-SM-AHZ23	Blood	Whole Blood
GTEX-1E2YA-0008-SM-EXURI	Skin	Cells - Cultured fibroblasts
GTEX-1E2YA-0011-R1b-SM-CJI29	Brain	Brain - Hippocampus
GTEX-1E2YA-0011-R5a-SM-9QEGT	Brain	Brain - Caudate (basal ganglia)
GTEX-1E2YA-0011-R6b-SM-CE6R2	Brain	Brain - Nucleus accumbens (basal ganglia)
GTEX-1E2YA-0011-R7a-SM-CJI1Z	Brain	Brain - Putamen (basal ganglia)
GTEX-1E2YA-0011-R8a-SM-CKZNG	Brain	Brain - Hypothalamus
GTEX-1E2YA-0126-SM-9KNUC	Skin	Skin - Sun Exposed (Lower leg)
GTEX-1E2YA-0226-SM-9MQLY	Adipose Tissue	Adipose - Subcutaneous
GTEX-1E2YA-0326-SM-9KNW8	Nerve	Nerve - Tibial
GTEX-1E2YA-0426-SM-7RHFZ	Blood Vessel	Artery - Tibial
GTEX-1E2YA-0526-SM-7P8RY	Muscle	Muscle - Skeletal
GTEX-1E2YA-0626-SM-7P8P4	Heart	Heart - Atrial Appendage
GTEX-1E2YA-0926-SM-7MXUK	Lung	Lung
GTEX-1E2YA-1226-SM-7MGY3	Liver	Liver
GTEX-1E2YA-1626-SM-7MGXS	Kidney	Kidney - Cortex
GTEX-1E2YA-1926-SM-7P8QH	Esophagus	Esophagus - Gastroesophageal Junction
GTEX-1E2YA-2126-SM-7MXUO	Skin	Skin - Not Sun Exposed (Suprapubic)
GTEX-1E2YA-2426-SM-7EPIG	Stomach	Stomach
GTEX-1E2YA-2526-SM-7IGOU	Colon	Colon - Sigmoid
GTEX-1E2YA-2626-SM-7MGWW	Colon	Colon - Transverse
