Rab_Gene	Hum_Gene
ENSOCUG00000001725	ENSG00000113721
ENSOCUG00000001726	ENSG00000085741
ENSOCUG00000001727	ENSG00000173638
ENSOCUG00000001730	ENSG00000120451
ENSOCUG00000001732	ENSG00000164168
ENSOCUG00000001734	ENSG00000133424
ENSOCUG00000001735	ENSG00000131143
ENSOCUG00000001739	ENSG00000175161
ENSOCUG00000001741	ENSG00000140718
ENSOCUG00000001742	ENSG00000118412
ENSOCUG00000001748	ENSG00000133687
ENSOCUG00000001750	ENSG00000110844
ENSOCUG00000001751	ENSG00000115963
ENSOCUG00000001753	ENSG00000039319
ENSOCUG00000001754	ENSG00000161791
ENSOCUG00000001758	ENSG00000175354
ENSOCUG00000001759	ENSG00000144354
ENSOCUG00000001765	ENSG00000155011
ENSOCUG00000001766	ENSG00000122194
ENSOCUG00000001766	ENSG00000125551
ENSOCUG00000001766	ENSG00000183281
ENSOCUG00000001768	ENSG00000146729
ENSOCUG00000001772	ENSG00000144136
ENSOCUG00000001776	ENSG00000084093
ENSOCUG00000001777	ENSG00000108587
ENSOCUG00000001779	ENSG00000188706
ENSOCUG00000001781	ENSG00000046889
ENSOCUG00000001788	ENSG00000172575
ENSOCUG00000001790	ENSG00000157954
ENSOCUG00000001798	ENSG00000114331
ENSOCUG00000001799	ENSG00000079819
ENSOCUG00000001801	ENSG00000128573
ENSOCUG00000001802	ENSG00000005243
ENSOCUG00000001804	ENSG00000122484
ENSOCUG00000001806	ENSG00000173542
ENSOCUG00000001808	ENSG00000064651
ENSOCUG00000001810	ENSG00000128294
ENSOCUG00000001813	ENSG00000118520
ENSOCUG00000001814	ENSG00000061918
ENSOCUG00000001816	ENSG00000138193
ENSOCUG00000001817	ENSG00000112282
ENSOCUG00000001818	ENSG00000186432
ENSOCUG00000001819	ENSG00000164162
ENSOCUG00000001820	ENSG00000183726
ENSOCUG00000001821	ENSG00000164163
ENSOCUG00000001822	ENSG00000117245
ENSOCUG00000001823	ENSG00000187010
ENSOCUG00000001823	ENSG00000188672
ENSOCUG00000001827	ENSG00000204178
ENSOCUG00000001828	ENSG00000100422
ENSOCUG00000001829	ENSG00000196367
ENSOCUG00000001831	ENSG00000172421
ENSOCUG00000001833	ENSG00000112186
ENSOCUG00000001834	ENSG00000122417
ENSOCUG00000001836	ENSG00000072071
ENSOCUG00000001837	ENSG00000116350
ENSOCUG00000001839	ENSG00000073711
ENSOCUG00000001842	ENSG00000143995
ENSOCUG00000001843	ENSG00000174579
ENSOCUG00000001844	ENSG00000183010
ENSOCUG00000001847	ENSG00000139644
ENSOCUG00000001849	ENSG00000091482
ENSOCUG00000001850	ENSG00000152595
ENSOCUG00000001851	ENSG00000167566
ENSOCUG00000001853	ENSG00000163406
ENSOCUG00000001855	ENSG00000198851
ENSOCUG00000001856	ENSG00000196188
ENSOCUG00000001857	ENSG00000205189
ENSOCUG00000001858	ENSG00000163600
ENSOCUG00000001863	ENSG00000171724
ENSOCUG00000001864	ENSG00000103375
ENSOCUG00000001868	ENSG00000070061
ENSOCUG00000001873	ENSG00000077044
ENSOCUG00000001874	ENSG00000175054
ENSOCUG00000001875	ENSG00000106025
ENSOCUG00000001877	ENSG00000116560
ENSOCUG00000001879	ENSG00000104450
ENSOCUG00000001880	ENSG00000162385
ENSOCUG00000001884	ENSG00000085982
ENSOCUG00000001885	ENSG00000104518
ENSOCUG00000001886	ENSG00000100364
ENSOCUG00000001887	ENSG00000106771
ENSOCUG00000001892	ENSG00000034677
ENSOCUG00000001894	ENSG00000106003
ENSOCUG00000001897	ENSG00000169660
ENSOCUG00000001898	ENSG00000112164
ENSOCUG00000001902	ENSG00000121542
ENSOCUG00000001907	ENSG00000196187
ENSOCUG00000001908	ENSG00000197548
ENSOCUG00000001909	ENSG00000178171
ENSOCUG00000001910	ENSG00000150471
ENSOCUG00000001911	ENSG00000144560
ENSOCUG00000001912	ENSG00000164050
ENSOCUG00000001915	ENSG00000143811
ENSOCUG00000001915	ENSG00000255835
ENSOCUG00000001918	ENSG00000139714
ENSOCUG00000001919	ENSG00000143751
ENSOCUG00000001920	ENSG00000167191
ENSOCUG00000001923	ENSG00000121966
ENSOCUG00000001931	ENSG00000164051
ENSOCUG00000001933	ENSG00000149177
ENSOCUG00000001938	ENSG00000160285
ENSOCUG00000001943	ENSG00000136636
ENSOCUG00000001944	ENSG00000135577
ENSOCUG00000001949	ENSG00000137547
ENSOCUG00000001950	ENSG00000010438
ENSOCUG00000001950	ENSG00000204983
ENSOCUG00000001950	ENSG00000275896
ENSOCUG00000001954	ENSG00000186732
ENSOCUG00000001956	ENSG00000047621
ENSOCUG00000001957	ENSG00000122042
ENSOCUG00000001963	ENSG00000079308
ENSOCUG00000001964	ENSG00000011376
ENSOCUG00000001975	ENSG00000104714
ENSOCUG00000001979	ENSG00000167720
ENSOCUG00000001982	ENSG00000204120
ENSOCUG00000001984	ENSG00000144791
ENSOCUG00000001986	ENSG00000115556
ENSOCUG00000001988	ENSG00000163209
ENSOCUG00000001990	ENSG00000135040
ENSOCUG00000001994	ENSG00000066557
ENSOCUG00000001999	ENSG00000135052
ENSOCUG00000002000	ENSG00000170624
ENSOCUG00000002004	ENSG00000213923
ENSOCUG00000002004	ENSG00000283900
ENSOCUG00000002007	ENSG00000118454
ENSOCUG00000002009	ENSG00000116701
ENSOCUG00000002013	ENSG00000100462
ENSOCUG00000002014	ENSG00000105854
ENSOCUG00000002017	ENSG00000168476
ENSOCUG00000002018	ENSG00000065060
ENSOCUG00000002022	ENSG00000115839
ENSOCUG00000002024	ENSG00000168484
ENSOCUG00000002025	ENSG00000125304
ENSOCUG00000002029	ENSG00000140798
ENSOCUG00000002030	ENSG00000178826
ENSOCUG00000002031	ENSG00000038002
ENSOCUG00000002033	ENSG00000042317
ENSOCUG00000002037	ENSG00000070778
ENSOCUG00000002039	ENSG00000121270
ENSOCUG00000002041	ENSG00000010256
ENSOCUG00000002043	ENSG00000164022
ENSOCUG00000002047	ENSG00000144481
ENSOCUG00000002050	ENSG00000113838
ENSOCUG00000002054	ENSG00000043514
ENSOCUG00000002055	ENSG00000151612
ENSOCUG00000002057	ENSG00000145192
ENSOCUG00000002059	ENSG00000156931
ENSOCUG00000002060	ENSG00000184007
ENSOCUG00000002062	ENSG00000197674
ENSOCUG00000002063	ENSG00000263001
ENSOCUG00000002065	ENSG00000198420
ENSOCUG00000002071	ENSG00000158669
ENSOCUG00000002073	ENSG00000149182
ENSOCUG00000002084	ENSG00000014123
ENSOCUG00000002094	ENSG00000132434
ENSOCUG00000002100	ENSG00000107679
ENSOCUG00000002102	ENSG00000121964
ENSOCUG00000002103	ENSG00000239605
ENSOCUG00000002107	ENSG00000143933
ENSOCUG00000002108	ENSG00000108515
ENSOCUG00000002110	ENSG00000204590
ENSOCUG00000002112	ENSG00000134571
ENSOCUG00000002114	ENSG00000132256
ENSOCUG00000002114	ENSG00000239920
ENSOCUG00000002115	ENSG00000145332
ENSOCUG00000002117	ENSG00000204576
ENSOCUG00000002118	ENSG00000166073
ENSOCUG00000002119	ENSG00000112303
ENSOCUG00000002120	ENSG00000153815
ENSOCUG00000002121	ENSG00000204574
ENSOCUG00000002123	ENSG00000179603
ENSOCUG00000002127	ENSG00000048405
ENSOCUG00000002128	ENSG00000198483
ENSOCUG00000002129	ENSG00000113328
ENSOCUG00000002135	ENSG00000168394
ENSOCUG00000002137	ENSG00000169764
ENSOCUG00000002143	ENSG00000143952
ENSOCUG00000002145	ENSG00000140992
ENSOCUG00000002147	ENSG00000100441
ENSOCUG00000002148	ENSG00000110048
ENSOCUG00000002152	ENSG00000123545
ENSOCUG00000002153	ENSG00000137343
ENSOCUG00000002154	ENSG00000005700
ENSOCUG00000002155	ENSG00000196235
ENSOCUG00000002156	ENSG00000166889
ENSOCUG00000002157	ENSG00000067141
ENSOCUG00000002158	ENSG00000106144
ENSOCUG00000002159	ENSG00000127947
ENSOCUG00000002163	ENSG00000204560
ENSOCUG00000002171	ENSG00000182400
ENSOCUG00000002172	ENSG00000146112
ENSOCUG00000002173	ENSG00000068976
ENSOCUG00000002177	ENSG00000183569
ENSOCUG00000002178	ENSG00000137404
ENSOCUG00000002179	ENSG00000067221
ENSOCUG00000002180	ENSG00000151208
ENSOCUG00000002181	ENSG00000137337
ENSOCUG00000002183	ENSG00000140464
ENSOCUG00000002185	ENSG00000101204
ENSOCUG00000002187	ENSG00000196230
ENSOCUG00000002188	ENSG00000182511
ENSOCUG00000002189	ENSG00000185774
ENSOCUG00000002192	ENSG00000197121
ENSOCUG00000002193	ENSG00000102900
ENSOCUG00000002194	ENSG00000141252
ENSOCUG00000002197	ENSG00000105855
ENSOCUG00000002202	ENSG00000167695
ENSOCUG00000002203	ENSG00000105894
ENSOCUG00000002204	ENSG00000142549
ENSOCUG00000002206	ENSG00000166938
ENSOCUG00000002216	ENSG00000136869
ENSOCUG00000002218	ENSG00000131697
ENSOCUG00000002219	ENSG00000171861
ENSOCUG00000002224	ENSG00000164332
ENSOCUG00000002230	ENSG00000084207
ENSOCUG00000002231	ENSG00000147852
ENSOCUG00000002233	ENSG00000196684
ENSOCUG00000002235	ENSG00000197771
ENSOCUG00000002236	ENSG00000166398
ENSOCUG00000002243	ENSG00000111962
ENSOCUG00000002244	ENSG00000078053
ENSOCUG00000002245	ENSG00000147650
ENSOCUG00000002246	ENSG00000169762
ENSOCUG00000002248	ENSG00000163161
ENSOCUG00000002249	ENSG00000100612
ENSOCUG00000002250	ENSG00000131067
ENSOCUG00000002251	ENSG00000198771
ENSOCUG00000002253	ENSG00000102879
ENSOCUG00000002254	ENSG00000107554
ENSOCUG00000002256	ENSG00000130783
ENSOCUG00000002258	ENSG00000169967
ENSOCUG00000002259	ENSG00000197965
ENSOCUG00000002263	ENSG00000129933
ENSOCUG00000002264	ENSG00000143199
ENSOCUG00000002269	ENSG00000108384
ENSOCUG00000002278	ENSG00000087157
ENSOCUG00000002281	ENSG00000155016
ENSOCUG00000002284	ENSG00000187775
ENSOCUG00000002287	ENSG00000142694
ENSOCUG00000002290	ENSG00000103507
ENSOCUG00000002292	ENSG00000141556
ENSOCUG00000002296	ENSG00000137878
ENSOCUG00000002296	ENSG00000263155
ENSOCUG00000002297	ENSG00000109424
ENSOCUG00000002298	ENSG00000139719
ENSOCUG00000002298	ENSG00000256861
ENSOCUG00000002299	ENSG00000154380
ENSOCUG00000002301	ENSG00000100814
ENSOCUG00000002302	ENSG00000171467
ENSOCUG00000002303	ENSG00000129484
ENSOCUG00000002304	ENSG00000130779
ENSOCUG00000002306	ENSG00000052344
ENSOCUG00000002309	ENSG00000002919
ENSOCUG00000002310	ENSG00000118503
ENSOCUG00000002311	ENSG00000178226
ENSOCUG00000002313	ENSG00000100003
ENSOCUG00000002313	ENSG00000249590
ENSOCUG00000002315	ENSG00000182541
ENSOCUG00000002316	ENSG00000005175
ENSOCUG00000002318	ENSG00000163545
ENSOCUG00000002323	ENSG00000100105
ENSOCUG00000002324	ENSG00000070047
ENSOCUG00000002325	ENSG00000180357
ENSOCUG00000002334	ENSG00000182628
ENSOCUG00000002335	ENSG00000131951
ENSOCUG00000002336	ENSG00000109743
ENSOCUG00000002339	ENSG00000185507
ENSOCUG00000002345	ENSG00000154975
ENSOCUG00000002352	ENSG00000158773
ENSOCUG00000002358	ENSG00000186517
ENSOCUG00000002361	ENSG00000168906
ENSOCUG00000002364	ENSG00000049249
ENSOCUG00000002365	ENSG00000170613
ENSOCUG00000002368	ENSG00000115486
ENSOCUG00000002371	ENSG00000142765
ENSOCUG00000002372	ENSG00000164040
ENSOCUG00000002378	ENSG00000143256
ENSOCUG00000002380	ENSG00000158793
ENSOCUG00000002384	ENSG00000170485
ENSOCUG00000002387	ENSG00000158796
ENSOCUG00000002390	ENSG00000134744
ENSOCUG00000002391	ENSG00000167965
ENSOCUG00000002395	ENSG00000143258
ENSOCUG00000002396	ENSG00000118762
ENSOCUG00000002397	ENSG00000110344
ENSOCUG00000002398	ENSG00000204634
ENSOCUG00000002402	ENSG00000079557
ENSOCUG00000002403	ENSG00000143224
ENSOCUG00000002412	ENSG00000170178
ENSOCUG00000002414	ENSG00000153317
ENSOCUG00000002417	ENSG00000172936
ENSOCUG00000002418	ENSG00000166788
ENSOCUG00000002419	ENSG00000105953
ENSOCUG00000002420	ENSG00000149516
ENSOCUG00000002421	ENSG00000135632
ENSOCUG00000002424	ENSG00000134339
ENSOCUG00000002424	ENSG00000173432
ENSOCUG00000002425	ENSG00000198626
ENSOCUG00000002426	ENSG00000168824
ENSOCUG00000002428	ENSG00000135617
ENSOCUG00000002429	ENSG00000135624
ENSOCUG00000002432	ENSG00000134901
ENSOCUG00000002435	ENSG00000086506
ENSOCUG00000002437	ENSG00000160917
ENSOCUG00000002439	ENSG00000115170
ENSOCUG00000002441	ENSG00000139697
ENSOCUG00000002442	ENSG00000146576
ENSOCUG00000002445	ENSG00000127483
ENSOCUG00000002448	ENSG00000115419
ENSOCUG00000002450	ENSG00000124493
ENSOCUG00000002455	ENSG00000115415
ENSOCUG00000002456	ENSG00000117640
ENSOCUG00000002457	ENSG00000146910
ENSOCUG00000002458	ENSG00000127423
ENSOCUG00000002461	ENSG00000104412
ENSOCUG00000002462	ENSG00000155886
ENSOCUG00000002463	ENSG00000049656
ENSOCUG00000002467	ENSG00000116996
ENSOCUG00000002468	ENSG00000138182
ENSOCUG00000002470	ENSG00000067082
ENSOCUG00000002473	ENSG00000185585
ENSOCUG00000002477	ENSG00000177291
ENSOCUG00000002478	ENSG00000196507
ENSOCUG00000002478	ENSG00000204071
ENSOCUG00000002481	ENSG00000137745
ENSOCUG00000002487	ENSG00000100079
ENSOCUG00000002490	ENSG00000165837
ENSOCUG00000002494	ENSG00000165355
ENSOCUG00000002498	ENSG00000140995
ENSOCUG00000002500	ENSG00000231213
ENSOCUG00000002505	ENSG00000091164
ENSOCUG00000002506	ENSG00000122026
ENSOCUG00000002507	ENSG00000147465
ENSOCUG00000002510	ENSG00000074317
ENSOCUG00000002512	ENSG00000091157
ENSOCUG00000002518	ENSG00000176783
ENSOCUG00000002522	ENSG00000122420
ENSOCUG00000002523	ENSG00000077514
ENSOCUG00000002528	ENSG00000077454
ENSOCUG00000002529	ENSG00000215203
ENSOCUG00000002530	ENSG00000095303
ENSOCUG00000002533	ENSG00000176407
ENSOCUG00000002536	ENSG00000178691
ENSOCUG00000002539	ENSG00000175003
ENSOCUG00000002541	ENSG00000176171
ENSOCUG00000002542	ENSG00000112499
ENSOCUG00000002543	ENSG00000055130
ENSOCUG00000002549	ENSG00000071127
ENSOCUG00000002551	ENSG00000044459
ENSOCUG00000002553	ENSG00000132205
ENSOCUG00000002554	ENSG00000009844
ENSOCUG00000002555	ENSG00000116171
ENSOCUG00000002556	ENSG00000030110
ENSOCUG00000002557	ENSG00000158258
ENSOCUG00000002559	ENSG00000112414
ENSOCUG00000002562	ENSG00000174348
ENSOCUG00000002563	ENSG00000141504
ENSOCUG00000002566	ENSG00000129214
ENSOCUG00000002573	ENSG00000137073
ENSOCUG00000002574	ENSG00000127954
ENSOCUG00000002576	ENSG00000151834
ENSOCUG00000002577	ENSG00000121931
ENSOCUG00000002581	ENSG00000164754
ENSOCUG00000002583	ENSG00000204392
ENSOCUG00000002594	ENSG00000151729
ENSOCUG00000002596	ENSG00000163617
ENSOCUG00000002598	ENSG00000277791
ENSOCUG00000002601	ENSG00000089737
ENSOCUG00000002603	ENSG00000151576
ENSOCUG00000002606	ENSG00000179111
ENSOCUG00000002609	ENSG00000154146
ENSOCUG00000002610	ENSG00000185651
ENSOCUG00000002611	ENSG00000139946
ENSOCUG00000002613	ENSG00000038427
ENSOCUG00000002619	ENSG00000070269
ENSOCUG00000002623	ENSG00000019102
ENSOCUG00000002624	ENSG00000123572
ENSOCUG00000002627	ENSG00000282218
ENSOCUG00000002628	ENSG00000128228
ENSOCUG00000002629	ENSG00000172943
ENSOCUG00000002630	ENSG00000145681
ENSOCUG00000002631	ENSG00000120458
ENSOCUG00000002633	ENSG00000165588
ENSOCUG00000002635	ENSG00000154134
ENSOCUG00000002636	ENSG00000164142
ENSOCUG00000002638	ENSG00000114744
ENSOCUG00000002643	ENSG00000130024
ENSOCUG00000002647	ENSG00000154133
ENSOCUG00000002650	ENSG00000179873
ENSOCUG00000002653	ENSG00000165282
ENSOCUG00000002655	ENSG00000165478
ENSOCUG00000002656	ENSG00000173626
ENSOCUG00000002657	ENSG00000172354
ENSOCUG00000002658	ENSG00000064655
ENSOCUG00000002662	ENSG00000169439
ENSOCUG00000002663	ENSG00000146830
ENSOCUG00000002668	ENSG00000157111
ENSOCUG00000002669	ENSG00000196628
ENSOCUG00000002670	ENSG00000170502
ENSOCUG00000002671	ENSG00000138413
ENSOCUG00000002672	ENSG00000156218
ENSOCUG00000002676	ENSG00000115020
ENSOCUG00000002677	ENSG00000168488
ENSOCUG00000002679	ENSG00000141030
ENSOCUG00000002683	ENSG00000178952
ENSOCUG00000002685	ENSG00000155897
ENSOCUG00000002688	ENSG00000196296
ENSOCUG00000002690	ENSG00000167107
ENSOCUG00000002693	ENSG00000133962
ENSOCUG00000002694	ENSG00000114030
ENSOCUG00000002695	ENSG00000176953
ENSOCUG00000002698	ENSG00000038295
ENSOCUG00000002702	ENSG00000136444
ENSOCUG00000002703	ENSG00000111206
ENSOCUG00000002705	ENSG00000105137
ENSOCUG00000002715	ENSG00000105135
ENSOCUG00000002719	ENSG00000049283
ENSOCUG00000002722	ENSG00000089053
ENSOCUG00000002725	ENSG00000006282
ENSOCUG00000002728	ENSG00000119906
ENSOCUG00000002738	ENSG00000047230
ENSOCUG00000002739	ENSG00000172239
ENSOCUG00000002740	ENSG00000071242
ENSOCUG00000002742	ENSG00000055950
ENSOCUG00000002746	ENSG00000107815
ENSOCUG00000002748	ENSG00000189171
ENSOCUG00000002751	ENSG00000107819
ENSOCUG00000002754	ENSG00000108846
ENSOCUG00000002759	ENSG00000112246
ENSOCUG00000002760	ENSG00000127946
ENSOCUG00000002762	ENSG00000146826
ENSOCUG00000002764	ENSG00000176390
ENSOCUG00000002765	ENSG00000108848
ENSOCUG00000002766	ENSG00000112249
ENSOCUG00000002767	ENSG00000135315
ENSOCUG00000002768	ENSG00000198408
ENSOCUG00000002773	ENSG00000163689
ENSOCUG00000002775	ENSG00000165671
ENSOCUG00000002777	ENSG00000132330
ENSOCUG00000002778	ENSG00000110066
ENSOCUG00000002779	ENSG00000169230
ENSOCUG00000002780	ENSG00000152782
ENSOCUG00000002781	ENSG00000120254
ENSOCUG00000002783	ENSG00000131183
ENSOCUG00000002786	ENSG00000105771
ENSOCUG00000002790	ENSG00000100994
ENSOCUG00000002791	ENSG00000090013
ENSOCUG00000002794	ENSG00000157657
ENSOCUG00000002795	ENSG00000076258
ENSOCUG00000002800	ENSG00000136883
ENSOCUG00000002801	ENSG00000129003
ENSOCUG00000002807	ENSG00000110315
ENSOCUG00000002809	ENSG00000144724
ENSOCUG00000002814	ENSG00000131747
ENSOCUG00000002819	ENSG00000134070
ENSOCUG00000002822	ENSG00000108947
ENSOCUG00000002823	ENSG00000153266
ENSOCUG00000002827	ENSG00000119912
ENSOCUG00000002828	ENSG00000141753
ENSOCUG00000002832	ENSG00000198920
ENSOCUG00000002835	ENSG00000118523
ENSOCUG00000002843	ENSG00000080572
ENSOCUG00000002845	ENSG00000136718
ENSOCUG00000002847	ENSG00000131263
ENSOCUG00000002849	ENSG00000276409
ENSOCUG00000002855	ENSG00000204842
ENSOCUG00000002857	ENSG00000100911
ENSOCUG00000002858	ENSG00000170312
ENSOCUG00000002859	ENSG00000154736
ENSOCUG00000002861	ENSG00000092098
ENSOCUG00000002861	ENSG00000259529
ENSOCUG00000002863	ENSG00000115267
ENSOCUG00000002865	ENSG00000131943
ENSOCUG00000002867	ENSG00000143669
ENSOCUG00000002868	ENSG00000115271
ENSOCUG00000002873	ENSG00000107643
ENSOCUG00000002874	ENSG00000112655
ENSOCUG00000002884	ENSG00000101384
ENSOCUG00000002885	ENSG00000166971
ENSOCUG00000002891	ENSG00000117601
ENSOCUG00000002892	ENSG00000112658
ENSOCUG00000002893	ENSG00000164746
ENSOCUG00000002895	ENSG00000100926
ENSOCUG00000002895	ENSG00000254692
ENSOCUG00000002895	ENSG00000259522
ENSOCUG00000002897	ENSG00000112659
ENSOCUG00000002898	ENSG00000144152
ENSOCUG00000002902	ENSG00000139318
ENSOCUG00000002903	ENSG00000140557
ENSOCUG00000002904	ENSG00000254505
ENSOCUG00000002907	ENSG00000152910
ENSOCUG00000002907	ENSG00000287694
ENSOCUG00000002910	ENSG00000129559
ENSOCUG00000002911	ENSG00000166152
ENSOCUG00000002913	ENSG00000085185
ENSOCUG00000002920	ENSG00000156709
ENSOCUG00000002924	ENSG00000131981
ENSOCUG00000002926	ENSG00000126787
ENSOCUG00000002928	ENSG00000082805
ENSOCUG00000002933	ENSG00000011332
ENSOCUG00000002940	ENSG00000152359
ENSOCUG00000002943	ENSG00000104824
ENSOCUG00000002944	ENSG00000157765
ENSOCUG00000002945	ENSG00000005102
ENSOCUG00000002947	ENSG00000167941
ENSOCUG00000002949	ENSG00000122873
ENSOCUG00000002951	ENSG00000114686
ENSOCUG00000002954	ENSG00000108349
ENSOCUG00000002955	ENSG00000104388
ENSOCUG00000002956	ENSG00000196353
ENSOCUG00000002961	ENSG00000138442
ENSOCUG00000002963	ENSG00000106609
ENSOCUG00000002964	ENSG00000135049
ENSOCUG00000002965	ENSG00000198740
ENSOCUG00000002966	ENSG00000104447
ENSOCUG00000002972	ENSG00000138604
ENSOCUG00000002973	ENSG00000185920
ENSOCUG00000002974	ENSG00000107821
ENSOCUG00000002975	ENSG00000116266
ENSOCUG00000002976	ENSG00000117868
ENSOCUG00000002984	ENSG00000088387
ENSOCUG00000002988	ENSG00000129244
ENSOCUG00000002990	ENSG00000171478
ENSOCUG00000002990	ENSG00000171489
ENSOCUG00000002994	ENSG00000151468
ENSOCUG00000002998	ENSG00000162878
ENSOCUG00000003003	ENSG00000266412
ENSOCUG00000003005	ENSG00000101104
ENSOCUG00000003006	ENSG00000070018
ENSOCUG00000003008	ENSG00000115232
ENSOCUG00000003010	ENSG00000265972
ENSOCUG00000003012	ENSG00000025772
ENSOCUG00000003015	ENSG00000106348
ENSOCUG00000003017	ENSG00000178965
ENSOCUG00000003020	ENSG00000066926
ENSOCUG00000003023	ENSG00000027847
ENSOCUG00000003024	ENSG00000154143
ENSOCUG00000003025	ENSG00000134440
ENSOCUG00000003026	ENSG00000109606
ENSOCUG00000003027	ENSG00000154144
ENSOCUG00000003028	ENSG00000107960
ENSOCUG00000003030	ENSG00000185480
ENSOCUG00000003031	ENSG00000137563
ENSOCUG00000003035	ENSG00000065613
ENSOCUG00000003036	ENSG00000110013
ENSOCUG00000003038	ENSG00000116791
ENSOCUG00000003042	ENSG00000119383
ENSOCUG00000003043	ENSG00000162623
ENSOCUG00000003051	ENSG00000145386
ENSOCUG00000003053	ENSG00000138686
ENSOCUG00000003055	ENSG00000265491
ENSOCUG00000003056	ENSG00000254087
ENSOCUG00000003057	ENSG00000135709
ENSOCUG00000003060	ENSG00000131979
ENSOCUG00000003071	ENSG00000134324
ENSOCUG00000003076	ENSG00000175868
ENSOCUG00000003079	ENSG00000108370
ENSOCUG00000003080	ENSG00000188487
ENSOCUG00000003084	ENSG00000153002
ENSOCUG00000003101	ENSG00000136240
ENSOCUG00000003102	ENSG00000166164
ENSOCUG00000003105	ENSG00000198919
ENSOCUG00000003108	ENSG00000145014
ENSOCUG00000003110	ENSG00000164169
ENSOCUG00000003116	ENSG00000211751
ENSOCUG00000003116	ENSG00000211772
ENSOCUG00000003118	ENSG00000124140
ENSOCUG00000003119	ENSG00000108433
ENSOCUG00000003119	ENSG00000262633
ENSOCUG00000003122	ENSG00000014216
ENSOCUG00000003123	ENSG00000088727
ENSOCUG00000003125	ENSG00000092439
ENSOCUG00000003126	ENSG00000163811
ENSOCUG00000003129	ENSG00000134987
ENSOCUG00000003134	ENSG00000155545
ENSOCUG00000003136	ENSG00000165219
ENSOCUG00000003137	ENSG00000151623
ENSOCUG00000003139	ENSG00000076201
ENSOCUG00000003141	ENSG00000107651
ENSOCUG00000003142	ENSG00000169083
ENSOCUG00000003144	ENSG00000172331
ENSOCUG00000003146	ENSG00000129646
ENSOCUG00000003152	ENSG00000114650
ENSOCUG00000003153	ENSG00000071575
ENSOCUG00000003155	ENSG00000122861
ENSOCUG00000003160	ENSG00000103326
ENSOCUG00000003163	ENSG00000035403
ENSOCUG00000003169	ENSG00000093167
ENSOCUG00000003170	ENSG00000126524
ENSOCUG00000003173	ENSG00000198874
ENSOCUG00000003173	ENSG00000277149
ENSOCUG00000003174	ENSG00000152767
ENSOCUG00000003178	ENSG00000198911
ENSOCUG00000003179	ENSG00000102572
ENSOCUG00000003185	ENSG00000173546
ENSOCUG00000003186	ENSG00000165704
ENSOCUG00000003187	ENSG00000088320
ENSOCUG00000003190	ENSG00000101294
ENSOCUG00000003196	ENSG00000169504
ENSOCUG00000003198	ENSG00000151338
ENSOCUG00000003199	ENSG00000074695
ENSOCUG00000003200	ENSG00000170162
ENSOCUG00000003201	ENSG00000171552
ENSOCUG00000003202	ENSG00000100106
ENSOCUG00000003203	ENSG00000088325
ENSOCUG00000003204	ENSG00000006432
ENSOCUG00000003208	ENSG00000107099
ENSOCUG00000003209	ENSG00000183287
ENSOCUG00000003211	ENSG00000175309
ENSOCUG00000003214	ENSG00000174808
ENSOCUG00000003216	ENSG00000112238
ENSOCUG00000003221	ENSG00000006459
ENSOCUG00000003226	ENSG00000129518
ENSOCUG00000003227	ENSG00000131620
ENSOCUG00000003231	ENSG00000132405
ENSOCUG00000003233	ENSG00000146054
ENSOCUG00000003234	ENSG00000167645
ENSOCUG00000003236	ENSG00000077157
ENSOCUG00000003237	ENSG00000146063
ENSOCUG00000003240	ENSG00000176842
