A1BG	ENSG00000121410	ENST00000263100
ABL2	ENSG00000143322	ENST00000502732
ABLIM1	ENSG00000099204	ENST00000369256
ABLIM1	ENSG00000099204	ENST00000651023
ABLIM1	ENSG00000099204	ENST00000428430
ABLIM1	ENSG00000099204	ENST00000369253
ABLIM1	ENSG00000099204	ENST00000440467
ABLIM1	ENSG00000099204	ENST00000392952
ABLIM1	ENSG00000099204	ENST00000392955
ABLIM2	ENSG00000163995	ENST00000428004
ABLIM2	ENSG00000163995	ENST00000341937
ABLIM2	ENSG00000163995	ENST00000676532
ABLIM2	ENSG00000163995	ENST00000545242
ABLIM2	ENSG00000163995	ENST00000361737
ABLIM2	ENSG00000163995	ENST00000361581
ABLIM2	ENSG00000163995	ENST00000510277
ABLIM2	ENSG00000163995	ENST00000407564
ABLIM2	ENSG00000163995	ENST00000514025
ABLIM3	ENSG00000173210	ENST00000515171
ABLIM3	ENSG00000173210	ENST00000356541
ABLIM3	ENSG00000173210	ENST00000517451
ABLIM3	ENSG00000173210	ENST00000506113
ABLIM3	ENSG00000173210	ENST00000326685
ABLIM3	ENSG00000173210	ENST00000504238
ABLIM3	ENSG00000173210	ENST00000508983
ABLIM3	ENSG00000173210	ENST00000309868
ABO	ENSG00000175164	ENST00000538324
ABO	ENSG00000175164	ENST00000611156
ABR	ENSG00000159842	ENST00000291107
ABR	ENSG00000159842	ENST00000544583
ABR	ENSG00000159842	ENST00000571797
ABR	ENSG00000159842	ENST00000575770
ABR	ENSG00000159842	ENST00000574139
ABR	ENSG00000159842	ENST00000571945
ABR	ENSG00000159842	ENST00000570441
ABR	ENSG00000159842	ENST00000574437
ABR	ENSG00000159842	ENST00000570525
ABR	ENSG00000159842	ENST00000575934
ABRA	ENSG00000174429	ENST00000311955
ABRACL	ENSG00000146386	ENST00000367660
ABRACL	ENSG00000146386	ENST00000461027
ABRAXAS1	ENSG00000163322	ENST00000611288
ABRAXAS1	ENSG00000163322	ENST00000511801
ABRAXAS1	ENSG00000163322	ENST00000515303
ABRAXAS1	ENSG00000163322	ENST00000503217
ABRAXAS1	ENSG00000163322	ENST00000506553
ABRAXAS1	ENSG00000163322	ENST00000475656
ABRAXAS2	ENSG00000165660	ENST00000298492
ABT1	ENSG00000146109	ENST00000274849
ABTB1	ENSG00000114626	ENST00000475042
ABTB1	ENSG00000114626	ENST00000468137
ABTB1	ENSG00000114626	ENST00000483857
ABTB1	ENSG00000114626	ENST00000232744
ABTB1	ENSG00000114626	ENST00000497162
ABTB1	ENSG00000114626	ENST00000453791
ABTB2	ENSG00000166016	ENST00000435224
ACAA1	ENSG00000060971	ENST00000452171
ACAA1	ENSG00000060971	ENST00000625927
ACAA1	ENSG00000060971	ENST00000418880
ACAA1	ENSG00000060971	ENST00000440176
ACAA1	ENSG00000060971	ENST00000447223
ACAA1	ENSG00000060971	ENST00000411549
ACAA1	ENSG00000060971	ENST00000450296
ACAA1	ENSG00000060971	ENST00000333167
ACAA1	ENSG00000060971	ENST00000301810
ACAA2	ENSG00000167315	ENST00000285093
ACAA2	ENSG00000167315	ENST00000586100
ACAA2	ENSG00000167315	ENST00000586485
ACACA	ENSG00000278540	ENST00000617649
ACACA	ENSG00000278540	ENST00000618053
ACACA	ENSG00000278540	ENST00000614438
ACACA	ENSG00000278540	ENST00000616352
ACACA	ENSG00000278540	ENST00000612895
ACACA	ENSG00000278540	ENST00000615229
ACACA	ENSG00000278540	ENST00000614789
ACACA	ENSG00000278540	ENST00000614482
ACACA	ENSG00000278540	ENST00000619546
ACACA	ENSG00000278540	ENST00000617548
ACACB	ENSG00000076555	ENST00000544726
ACACB	ENSG00000076555	ENST00000538526
ACACB	ENSG00000076555	ENST00000539864
ACACB	ENSG00000076555	ENST00000377854
ACAD10	ENSG00000111271	ENST00000514615
ACAD10	ENSG00000111271	ENST00000552965
ACAD10	ENSG00000111271	ENST00000549590
ACAD11	ENSG00000240303	ENST00000264990
ACAD11	ENSG00000240303	ENST00000510100
ACAD11	ENSG00000240303	ENST00000485198
ACAD11	ENSG00000240303	ENST00000481970
ACAD8	ENSG00000151498	ENST00000524426
ACAD8	ENSG00000151498	ENST00000526026
ACAD8	ENSG00000151498	ENST00000281182
ACAD8	ENSG00000151498	ENST00000374752
ACAD9	ENSG00000177646	ENST00000681583
ACAD9	ENSG00000177646	ENST00000681585
ACAD9	ENSG00000177646	ENST00000681367
ACAD9	ENSG00000177646	ENST00000679431
ACAD9	ENSG00000177646	ENST00000679715
ACAD9	ENSG00000177646	ENST00000679613
ACAD9	ENSG00000177646	ENST00000511227
ACAD9	ENSG00000177646	ENST00000505192
ACAD9	ENSG00000177646	ENST00000680636
ACAD9	ENSG00000177646	ENST00000508971
ACAD9	ENSG00000177646	ENST00000681886
ACAD9	ENSG00000177646	ENST00000681552
ACAD9	ENSG00000177646	ENST00000679399
ACAD9	ENSG00000177646	ENST00000514643
ACAD9	ENSG00000177646	ENST00000308982
ACAD9	ENSG00000177646	ENST00000512801
ACAD9	ENSG00000177646	ENST00000505867
ACAD9	ENSG00000177646	ENST00000680744
ACAD9	ENSG00000177646	ENST00000515429
ACAD9	ENSG00000177646	ENST00000679824
ACAD9	ENSG00000177646	ENST00000680764
ACADL	ENSG00000115361	ENST00000233710
ACADM	ENSG00000117054	ENST00000681790
ACADM	ENSG00000117054	ENST00000680517
ACADM	ENSG00000117054	ENST00000680844
ACADM	ENSG00000117054	ENST00000370834
ACADM	ENSG00000117054	ENST00000681209
ACADM	ENSG00000117054	ENST00000681548
ACADM	ENSG00000117054	ENST00000680694
ACADM	ENSG00000117054	ENST00000680964
ACADM	ENSG00000117054	ENST00000681063
ACADM	ENSG00000117054	ENST00000680948
ACADM	ENSG00000117054	ENST00000680805
ACADM	ENSG00000117054	ENST00000525808
ACADM	ENSG00000117054	ENST00000681361
ACADM	ENSG00000117054	ENST00000681616
ACADM	ENSG00000117054	ENST00000530953
ACADM	ENSG00000117054	ENST00000526129
ACADM	ENSG00000117054	ENST00000681430
ACADM	ENSG00000117054	ENST00000679976
ACADM	ENSG00000117054	ENST00000681450
ACADM	ENSG00000117054	ENST00000680613
ACADM	ENSG00000117054	ENST00000680662
ACADM	ENSG00000117054	ENST00000532509
ACADM	ENSG00000117054	ENST00000681720
ACADM	ENSG00000117054	ENST00000370841
ACADM	ENSG00000117054	ENST00000680798
ACADM	ENSG00000117054	ENST00000679709
ACADM	ENSG00000117054	ENST00000681037
ACADM	ENSG00000117054	ENST00000679704
ACADM	ENSG00000117054	ENST00000680691
ACADM	ENSG00000117054	ENST00000541113
ACADM	ENSG00000117054	ENST00000681621
ACADM	ENSG00000117054	ENST00000679687
ACADM	ENSG00000117054	ENST00000534334
ACADM	ENSG00000117054	ENST00000679530
ACADM	ENSG00000117054	ENST00000420607
ACADM	ENSG00000117054	ENST00000680743
ACADM	ENSG00000117054	ENST00000681916
ACADM	ENSG00000117054	ENST00000681446
ACADM	ENSG00000117054	ENST00000526196
ACADM	ENSG00000117054	ENST00000680749
ACADM	ENSG00000117054	ENST00000528016
ACADS	ENSG00000122971	ENST00000411593
ACADS	ENSG00000122971	ENST00000242592
ACADSB	ENSG00000196177	ENST00000368869
ACADSB	ENSG00000196177	ENST00000358776
ACADVL	ENSG00000072778	ENST00000322910
ACADVL	ENSG00000072778	ENST00000356839
ACADVL	ENSG00000072778	ENST00000584103
ACADVL	ENSG00000072778	ENST00000583312
ACADVL	ENSG00000072778	ENST00000579886
ACADVL	ENSG00000072778	ENST00000581378
ACADVL	ENSG00000072778	ENST00000543245
ACADVL	ENSG00000072778	ENST00000350303
ACAN	ENSG00000157766	ENST00000439576
ACAN	ENSG00000157766	ENST00000559004
ACAN	ENSG00000157766	ENST00000561243
ACAN	ENSG00000157766	ENST00000558704
ACAN	ENSG00000157766	ENST00000558207
ACAN	ENSG00000157766	ENST00000352105
ACAN	ENSG00000157766	ENST00000560601
ACAP1	ENSG00000072818	ENST00000158762
ACAP2	ENSG00000114331	ENST00000635383
ACAP2	ENSG00000114331	ENST00000447662
ACAP2	ENSG00000114331	ENST00000439666
ACAP2	ENSG00000114331	ENST00000466876
ACAP3	ENSG00000131584	ENST00000354700
ACAP3	ENSG00000131584	ENST00000354980
ACAT1	ENSG00000075239	ENST00000672367
ACAT1	ENSG00000075239	ENST00000672008
ACAT1	ENSG00000075239	ENST00000672907
ACAT1	ENSG00000075239	ENST00000672580
ACAT1	ENSG00000075239	ENST00000528370
ACAT1	ENSG00000075239	ENST00000299355
ACAT1	ENSG00000075239	ENST00000531813
ACAT1	ENSG00000075239	ENST00000672031
ACAT1	ENSG00000075239	ENST00000672354
ACAT1	ENSG00000075239	ENST00000673531
ACAT1	ENSG00000075239	ENST00000265838
ACAT1	ENSG00000075239	ENST00000672284
ACAT2	ENSG00000120437	ENST00000367048
ACBD3	ENSG00000182827	ENST00000366812
ACBD4	ENSG00000181513	ENST00000321854
ACBD4	ENSG00000181513	ENST00000376955
ACBD4	ENSG00000181513	ENST00000619916
ACBD4	ENSG00000181513	ENST00000398322
ACBD4	ENSG00000181513	ENST00000592162
ACBD4	ENSG00000181513	ENST00000586346
ACBD4	ENSG00000181513	ENST00000431281
ACBD4	ENSG00000181513	ENST00000591859
ACBD5	ENSG00000107897	ENST00000375905
ACBD5	ENSG00000107897	ENST00000375901
ACBD5	ENSG00000107897	ENST00000678392
ACBD5	ENSG00000107897	ENST00000677248
ACBD5	ENSG00000107897	ENST00000677200
ACBD5	ENSG00000107897	ENST00000676648
ACBD5	ENSG00000107897	ENST00000679220
ACBD5	ENSG00000107897	ENST00000677901
ACBD5	ENSG00000107897	ENST00000375897
ACBD5	ENSG00000107897	ENST00000677141
ACBD5	ENSG00000107897	ENST00000412279
ACBD5	ENSG00000107897	ENST00000426079
ACBD5	ENSG00000107897	ENST00000677960
ACBD5	ENSG00000107897	ENST00000476758
ACBD5	ENSG00000107897	ENST00000679293
ACBD5	ENSG00000107897	ENST00000396271
ACBD5	ENSG00000107897	ENST00000678446
ACBD5	ENSG00000107897	ENST00000677311
ACBD5	ENSG00000107897	ENST00000676511
ACBD5	ENSG00000107897	ENST00000375888
ACBD5	ENSG00000107897	ENST00000677509
ACBD5	ENSG00000107897	ENST00000676997
ACBD5	ENSG00000107897	ENST00000677441
ACBD5	ENSG00000107897	ENST00000677440
ACBD5	ENSG00000107897	ENST00000676732
ACBD5	ENSG00000107897	ENST00000676731
ACBD6	ENSG00000230124	ENST00000367595
ACBD6	ENSG00000230124	ENST00000645415
ACBD6	ENSG00000230124	ENST00000642319
ACBD7	ENSG00000176244	ENST00000356189
ACCS	ENSG00000110455	ENST00000263776
ACCSL	ENSG00000205126	ENST00000378832
ACCSL	ENSG00000205126	ENST00000527145
ACD	ENSG00000102977	ENST00000219251
ACD	ENSG00000102977	ENST00000695661
ACD	ENSG00000102977	ENST00000602850
ACD	ENSG00000102977	ENST00000695734
ACD	ENSG00000102977	ENST00000695650
ACD	ENSG00000102977	ENST00000695736
ACD	ENSG00000102977	ENST00000695731
ACD	ENSG00000102977	ENST00000695733
ACD	ENSG00000102977	ENST00000695732
ACD	ENSG00000102977	ENST00000695713
ACD	ENSG00000102977	ENST00000695712
ACD	ENSG00000102977	ENST00000695711
ACD	ENSG00000102977	ENST00000695659
ACD	ENSG00000102977	ENST00000602320
ACD	ENSG00000102977	ENST00000695697
ACD	ENSG00000102977	ENST00000695694
ACD	ENSG00000102977	ENST00000602382
ACD	ENSG00000102977	ENST00000620761
ACD	ENSG00000102977	ENST00000695662
ACD	ENSG00000102977	ENST00000695648
ACD	ENSG00000102977	ENST00000695658
ACE	ENSG00000159640	ENST00000582678
ACE	ENSG00000159640	ENST00000582005
ACE	ENSG00000159640	ENST00000579314
ACE	ENSG00000159640	ENST00000579204
ACE	ENSG00000159640	ENST00000428043
ACE	ENSG00000159640	ENST00000582627
ACE	ENSG00000159640	ENST00000413513
ACE	ENSG00000159640	ENST00000579726
ACE	ENSG00000159640	ENST00000290863
ACE	ENSG00000159640	ENST00000578839
ACE2	ENSG00000130234	ENST00000679212
ACE2	ENSG00000130234	ENST00000680121
ACE2	ENSG00000130234	ENST00000252519
ACE2	ENSG00000130234	ENST00000679162
ACE2	ENSG00000130234	ENST00000678046
ACE2	ENSG00000130234	ENST00000427411
ACE2	ENSG00000130234	ENST00000679278
ACE2	ENSG00000130234	ENST00000678073
ACE2	ENSG00000130234	ENST00000471548
ACE2	ENSG00000130234	ENST00000677282
ACER1	ENSG00000167769	ENST00000301452
ACER2	ENSG00000177076	ENST00000340967
ACER3	ENSG00000078124	ENST00000530334
ACER3	ENSG00000078124	ENST00000681732
ACER3	ENSG00000078124	ENST00000680842
ACER3	ENSG00000078124	ENST00000679754
ACER3	ENSG00000078124	ENST00000681004
ACER3	ENSG00000078124	ENST00000525861
ACER3	ENSG00000078124	ENST00000534206
ACER3	ENSG00000078124	ENST00000532485
ACER3	ENSG00000078124	ENST00000681411
ACER3	ENSG00000078124	ENST00000680583
ACER3	ENSG00000078124	ENST00000681251
ACER3	ENSG00000078124	ENST00000526597
ACER3	ENSG00000078124	ENST00000531461
ACER3	ENSG00000078124	ENST00000525194
ACER3	ENSG00000078124	ENST00000533873
ACER3	ENSG00000078124	ENST00000681354
ACER3	ENSG00000078124	ENST00000681375
ACER3	ENSG00000078124	ENST00000681257
ACER3	ENSG00000078124	ENST00000681955
ACER3	ENSG00000078124	ENST00000679924
ACER3	ENSG00000078124	ENST00000679866
ACER3	ENSG00000078124	ENST00000278544
ACHE	ENSG00000087085	ENST00000241069
ACHE	ENSG00000087085	ENST00000419336
ACHE	ENSG00000087085	ENST00000430554
ACHE	ENSG00000087085	ENST00000445236
ACHE	ENSG00000087085	ENST00000302913
ACHE	ENSG00000087085	ENST00000412389
ACHE	ENSG00000087085	ENST00000454485
ACHE	ENSG00000087085	ENST00000442452
ACHE	ENSG00000087085	ENST00000441605
ACIN1	ENSG00000100813	ENST00000397341
ACIN1	ENSG00000100813	ENST00000557515
ACIN1	ENSG00000100813	ENST00000555352
ACIN1	ENSG00000100813	ENST00000605057
ACIN1	ENSG00000100813	ENST00000473758
ACIN1	ENSG00000100813	ENST00000555566
ACIN1	ENSG00000100813	ENST00000338631
ACIN1	ENSG00000100813	ENST00000457657
ACIN1	ENSG00000100813	ENST00000357481
ACIN1	ENSG00000100813	ENST00000555053
ACKR1	ENSG00000213088	ENST00000537147
ACKR1	ENSG00000213088	ENST00000368122
ACKR1	ENSG00000213088	ENST00000368121
ACKR2	ENSG00000144648	ENST00000497921
ACKR2	ENSG00000144648	ENST00000494619
ACKR3	ENSG00000144476	ENST00000447924
ACKR4	ENSG00000129048	ENST00000249887
ACKR4	ENSG00000129048	ENST00000509820
ACLY	ENSG00000131473	ENST00000592970
ACLY	ENSG00000131473	ENST00000590151
ACLY	ENSG00000131473	ENST00000537919
ACLY	ENSG00000131473	ENST00000393896
ACLY	ENSG00000131473	ENST00000352035
ACMSD	ENSG00000153086	ENST00000356140
ACMSD	ENSG00000153086	ENST00000392928
ACO1	ENSG00000122729	ENST00000309951
ACO1	ENSG00000122729	ENST00000541043
ACO1	ENSG00000122729	ENST00000379923
ACO2	ENSG00000100412	ENST00000678688
ACO2	ENSG00000100412	ENST00000676792
ACO2	ENSG00000100412	ENST00000678788
ACO2	ENSG00000100412	ENST00000677554
ACO2	ENSG00000100412	ENST00000676748
ACO2	ENSG00000100412	ENST00000676664
ACO2	ENSG00000100412	ENST00000677698
ACO2	ENSG00000100412	ENST00000676959
ACO2	ENSG00000100412	ENST00000677007
ACO2	ENSG00000100412	ENST00000677532
ACO2	ENSG00000100412	ENST00000677516
ACO2	ENSG00000100412	ENST00000679320
ACO2	ENSG00000100412	ENST00000466237
ACO2	ENSG00000100412	ENST00000396512
ACO2	ENSG00000100412	ENST00000678819
ACO2	ENSG00000100412	ENST00000678269
ACO2	ENSG00000100412	ENST00000676714
ACO2	ENSG00000100412	ENST00000216254
ACO2	ENSG00000100412	ENST00000677153
ACOD1	ENSG00000102794	ENST00000449753
ACOD1	ENSG00000102794	ENST00000377462
ACOT1	ENSG00000184227	ENST00000557556
ACOT1	ENSG00000184227	ENST00000311148
ACOT11	ENSG00000162390	ENST00000343744
ACOT11	ENSG00000162390	ENST00000371316
ACOT12	ENSG00000172497	ENST00000513751
ACOT12	ENSG00000172497	ENST00000307624
ACOT13	ENSG00000112304	ENST00000230048
ACOT13	ENSG00000112304	ENST00000537591
ACOT2	ENSG00000119673	ENST00000538782
ACOT2	ENSG00000119673	ENST00000613168
ACOT2	ENSG00000119673	ENST00000238651
ACOT4	ENSG00000177465	ENST00000326303
ACOT6	ENSG00000205669	ENST00000554229
ACOT6	ENSG00000205669	ENST00000645972
ACOT7	ENSG00000097021	ENST00000545482
ACOT7	ENSG00000097021	ENST00000377842
ACOT7	ENSG00000097021	ENST00000377845
ACOT7	ENSG00000097021	ENST00000377855
ACOT7	ENSG00000097021	ENST00000361521
ACOT7	ENSG00000097021	ENST00000608083
ACOT7	ENSG00000097021	ENST00000377860
ACOT7	ENSG00000097021	ENST00000418124
ACOT8	ENSG00000101473	ENST00000652771
ACOT8	ENSG00000101473	ENST00000483141
ACOT8	ENSG00000101473	ENST00000217455
ACOT8	ENSG00000101473	ENST00000487205
ACOT8	ENSG00000101473	ENST00000426915
ACOT8	ENSG00000101473	ENST00000457981
ACOT8	ENSG00000101473	ENST00000488679
ACOT8	ENSG00000101473	ENST00000486165
ACOT8	ENSG00000101473	ENST00000461272
ACOT9	ENSG00000123130	ENST00000492081
ACOT9	ENSG00000123130	ENST00000379295
ACOT9	ENSG00000123130	ENST00000494361
ACOT9	ENSG00000123130	ENST00000336430
ACOT9	ENSG00000123130	ENST00000379303
ACOX1	ENSG00000161533	ENST00000587927
ACOX1	ENSG00000161533	ENST00000588176
ACOX1	ENSG00000161533	ENST00000588968
ACOX1	ENSG00000161533	ENST00000301608
ACOX1	ENSG00000161533	ENST00000589301
ACOX1	ENSG00000161533	ENST00000293217
ACOX1	ENSG00000161533	ENST00000576743
ACOX1	ENSG00000161533	ENST00000572047
ACOX2	ENSG00000168306	ENST00000302819
ACOX2	ENSG00000168306	ENST00000459701
ACOX2	ENSG00000168306	ENST00000492530
ACOX2	ENSG00000168306	ENST00000474098
ACOX2	ENSG00000168306	ENST00000460921
ACOX3	ENSG00000087008	ENST00000356406
ACOX3	ENSG00000087008	ENST00000514423
ACOXL	ENSG00000153093	ENST00000448863
ACOXL	ENSG00000153093	ENST00000340561
ACOXL	ENSG00000153093	ENST00000443586
ACOXL	ENSG00000153093	ENST00000417074
ACOXL	ENSG00000153093	ENST00000439055
ACOXL	ENSG00000153093	ENST00000389811
ACOXL	ENSG00000153093	ENST00000441974
ACP1	ENSG00000143727	ENST00000442386
ACP1	ENSG00000143727	ENST00000407983
ACP1	ENSG00000143727	ENST00000413140
ACP1	ENSG00000143727	ENST00000453390
ACP1	ENSG00000143727	ENST00000405233
ACP1	ENSG00000143727	ENST00000272067
ACP1	ENSG00000143727	ENST00000272065
ACP1	ENSG00000143727	ENST00000439645
ACP1	ENSG00000143727	ENST00000405364
ACP2	ENSG00000134575	ENST00000533929
ACP2	ENSG00000134575	ENST00000256997
ACP2	ENSG00000134575	ENST00000529444
ACP2	ENSG00000134575	ENST00000673604
ACP2	ENSG00000134575	ENST00000672075
ACP2	ENSG00000134575	ENST00000672787
ACP2	ENSG00000134575	ENST00000527256
ACP2	ENSG00000134575	ENST00000672073
ACP2	ENSG00000134575	ENST00000673511
ACP3	ENSG00000014257	ENST00000351273
ACP3	ENSG00000014257	ENST00000336375
ACP3	ENSG00000014257	ENST00000495911
ACP3	ENSG00000014257	ENST00000507647
ACP4	ENSG00000142513	ENST00000270593
ACP5	ENSG00000102575	ENST00000589792
ACP5	ENSG00000102575	ENST00000588625
ACP5	ENSG00000102575	ENST00000649386
ACP5	ENSG00000102575	ENST00000590832
ACP5	ENSG00000102575	ENST00000695809
ACP5	ENSG00000102575	ENST00000591319
ACP5	ENSG00000102575	ENST00000695821
ACP5	ENSG00000102575	ENST00000695820
ACP5	ENSG00000102575	ENST00000592659
ACP5	ENSG00000102575	ENST00000592828
ACP5	ENSG00000102575	ENST00000218758
ACP5	ENSG00000102575	ENST00000695791
ACP5	ENSG00000102575	ENST00000695818
ACP5	ENSG00000102575	ENST00000695814
ACP5	ENSG00000102575	ENST00000695815
ACP5	ENSG00000102575	ENST00000695817
ACP5	ENSG00000102575	ENST00000695810
ACP5	ENSG00000102575	ENST00000695811
ACP5	ENSG00000102575	ENST00000695813
ACP5	ENSG00000102575	ENST00000412435
ACP5	ENSG00000102575	ENST00000648477
ACP6	ENSG00000162836	ENST00000611629
ACP6	ENSG00000162836	ENST00000392988
ACP6	ENSG00000162836	ENST00000583509
ACP6	ENSG00000162836	ENST00000609196
ACP6	ENSG00000162836	ENST00000620634
ACP6	ENSG00000162836	ENST00000487562
ACP7	ENSG00000183760	ENST00000601531
ACP7	ENSG00000183760	ENST00000601575
ACP7	ENSG00000183760	ENST00000594229
ACP7	ENSG00000183760	ENST00000331256
ACR	ENSG00000100312	ENST00000529621
ACR	ENSG00000100312	ENST00000216139
ACRBP	ENSG00000111644	ENST00000546114
ACRBP	ENSG00000111644	ENST00000229243
ACRBP	ENSG00000111644	ENST00000414226
ACRBP	ENSG00000111644	ENST00000535884
ACRV1	ENSG00000134940	ENST00000530048
ACRV1	ENSG00000134940	ENST00000315608
ACRV1	ENSG00000134940	ENST00000533904
ACRV1	ENSG00000134940	ENST00000527795
ACSBG1	ENSG00000103740	ENST00000258873
ACSBG1	ENSG00000103740	ENST00000559114
ACSBG1	ENSG00000103740	ENST00000560124
ACSBG1	ENSG00000103740	ENST00000560817
ACSBG1	ENSG00000103740	ENST00000558130
ACSBG2	ENSG00000130377	ENST00000681525
ACSBG2	ENSG00000130377	ENST00000589401
ACSBG2	ENSG00000130377	ENST00000588304
ACSBG2	ENSG00000130377	ENST00000590132
ACSBG2	ENSG00000130377	ENST00000588485
ACSBG2	ENSG00000130377	ENST00000586696
ACSBG2	ENSG00000130377	ENST00000592677
ACSBG2	ENSG00000130377	ENST00000681479
ACSBG2	ENSG00000130377	ENST00000587617
ACSBG2	ENSG00000130377	ENST00000591738
ACSF2	ENSG00000167107	ENST00000503408
ACSF2	ENSG00000167107	ENST00000427954
ACSF2	ENSG00000167107	ENST00000300441
ACSF2	ENSG00000167107	ENST00000510410
ACSF2	ENSG00000167107	ENST00000510262
ACSF2	ENSG00000167107	ENST00000508245
ACSF2	ENSG00000167107	ENST00000502667
ACSF2	ENSG00000167107	ENST00000506582
ACSF3	ENSG00000176715	ENST00000537895
ACSF3	ENSG00000176715	ENST00000541755
ACSF3	ENSG00000176715	ENST00000649953
ACSF3	ENSG00000176715	ENST00000406948
ACSF3	ENSG00000176715	ENST00000317447
ACSF3	ENSG00000176715	ENST00000535176
ACSF3	ENSG00000176715	ENST00000614302
ACSF3	ENSG00000176715	ENST00000544543
ACSL1	ENSG00000151726	ENST00000281455
ACSL1	ENSG00000151726	ENST00000504900
ACSL1	ENSG00000151726	ENST00000504342
ACSL1	ENSG00000151726	ENST00000507295
ACSL1	ENSG00000151726	ENST00000454703
ACSL1	ENSG00000151726	ENST00000506733
ACSL1	ENSG00000151726	ENST00000503407
ACSL1	ENSG00000151726	ENST00000515030
ACSL1	ENSG00000151726	ENST00000513317
ACSL3	ENSG00000123983	ENST00000413316
ACSL3	ENSG00000123983	ENST00000679558
ACSL3	ENSG00000123983	ENST00000680736
ACSL3	ENSG00000123983	ENST00000680921
ACSL3	ENSG00000123983	ENST00000680251
ACSL3	ENSG00000123983	ENST00000392066
ACSL3	ENSG00000123983	ENST00000680684
ACSL3	ENSG00000123983	ENST00000681009
ACSL3	ENSG00000123983	ENST00000679541
ACSL3	ENSG00000123983	ENST00000679545
ACSL3	ENSG00000123983	ENST00000681906
ACSL3	ENSG00000123983	ENST00000680147
ACSL3	ENSG00000123983	ENST00000407441
ACSL3	ENSG00000123983	ENST00000357430
ACSL3	ENSG00000123983	ENST00000680475
ACSL3	ENSG00000123983	ENST00000680525
ACSL3	ENSG00000123983	ENST00000540115
ACSL3	ENSG00000123983	ENST00000681292
ACSL3	ENSG00000123983	ENST00000680395
ACSL3	ENSG00000123983	ENST00000679514
ACSL3	ENSG00000123983	ENST00000681697
ACSL4	ENSG00000068366	ENST00000672401
ACSL4	ENSG00000068366	ENST00000514500
ACSL4	ENSG00000068366	ENST00000340800
ACSL4	ENSG00000068366	ENST00000348502
ACSL4	ENSG00000068366	ENST00000502391
ACSL4	ENSG00000068366	ENST00000508092
ACSL4	ENSG00000068366	ENST00000671846
ACSL4	ENSG00000068366	ENST00000469796
ACSL4	ENSG00000068366	ENST00000505855
ACSL4	ENSG00000068366	ENST00000672282
ACSL5	ENSG00000197142	ENST00000356116
ACSL5	ENSG00000197142	ENST00000354273
ACSL5	ENSG00000197142	ENST00000393081
ACSL5	ENSG00000197142	ENST00000495539
ACSL5	ENSG00000197142	ENST00000433418
ACSL5	ENSG00000197142	ENST00000354655
ACSL6	ENSG00000164398	ENST00000650697
ACSL6	ENSG00000164398	ENST00000431707
ACSL6	ENSG00000164398	ENST00000419502
ACSL6	ENSG00000164398	ENST00000651427
ACSL6	ENSG00000164398	ENST00000651250
ACSL6	ENSG00000164398	ENST00000357096
ACSL6	ENSG00000164398	ENST00000652493
ACSL6	ENSG00000164398	ENST00000379244
ACSL6	ENSG00000164398	ENST00000379246
ACSL6	ENSG00000164398	ENST00000379240
ACSL6	ENSG00000164398	ENST00000296869
ACSL6	ENSG00000164398	ENST00000650912
ACSL6	ENSG00000164398	ENST00000651883
ACSL6	ENSG00000164398	ENST00000414078
ACSL6	ENSG00000164398	ENST00000434099
ACSL6	ENSG00000164398	ENST00000430403
